レコード番号,案件管理CD(自動採番),会計CD,ブランド名,ブランド名(その他),物件名称,物件名称（カナ）,【PS】物件No,郵便番号,地図表示用 所在地,緯度_代表点,経度_代表点,確認日_代表点,緯度_入口指定,経度_入口指定,確認日_入口指定,確認方法,入口座標フラグ,入口座標の郵便番号,入口座標の都道府県,入口座標の市区町村,入口座標の町域以降,入口座標の建物名,備考,都道府県,市区町村,町域,丁,番,号,複数の番地,建物および階,補足情報（今までの経緯や駐車場の入口に関する情報等）,所在地(謄本地番),丁,番,号,複数の番地,開設日,閉鎖日,四輪(時間貸),自動二輪(時間貸),自転車(時間貸),時間貸台数,四輪(月極),自動二輪(月極),自転車(月極),月極台数
5148,P1000611,1340134,Dﾊﾟｰｷﾝｸﾞ,,白島九軒町PS第1,ハクシマクケンチョウピーエスダイイチ,HIS8500001,730-0003,広島県広島市中区白島九軒町23-2,34.40572909999999,132.467534,2026-03-03 17:01:23+09:00,,,,,,,,,,,,広島県,広島市中区,白島九軒町23-2,,,,,,,広島県広島市中区白島九軒町23-2,,,,,2024/04/24,,4,0,0,4,0,,,0
5149,P1000612,1340135,Dﾊﾟｰｷﾝｸﾞ,,大町東3丁目PS第1,,HIS8500006,731-0124,広島県広島市安佐南区大町東3-25-33 駐車場,34.4649534,132.4648827,2026-03-03 17:01:23+09:00,,,,,,,,,,,,広島県,広島市安佐南区,大町東3-25-33 駐車場,,,,,,,広島県広島市安佐南区大町東3-25-33 駐車場,,,,,2024/06/26,,38,0,0,38,0,,,0
5150,P1000613,1340136,Dﾊﾟｰｷﾝｸﾞ,,広島天満町PS第1,ヒロシマテンマチョウピーエスダイイチ,HIS8500009,733-0022,広島県広島市西区天満町10-18,34.3960987,132.4422954,2026-03-03 17:01:23+09:00,,,,,,,,,,,,広島県,広島市西区,天満町10-18,,,,,,,広島県広島市西区天満町10-18,,,,,2024/09/02,,4,0,0,4,0,,,0
5151,P1000614,1340137,Dﾊﾟｰｷﾝｸﾞ,,三原市港町PS第1,ミハラシミナトマチピーエスダイイチ,HIS8500010,723-0017,広島県三原市港町3丁目7-5,34.3978653,133.0793689,2026-03-03 17:01:23+09:00,,,,,,,,,,,,広島県,三原市,港町3丁目7-5,,,,,,,広島県三原市港町3丁目7-5,,,,,2024/09/01,,12,0,0,12,0,,,0
5152,P1000615,1340138,Dﾊﾟｰｷﾝｸﾞ,,光南PS第1,コウナンピーエスダイイチ,HIS8500015,730-0825,広島県広島市中区光南2丁目18-2,34.3690894,132.4428709,2026-03-03 17:01:23+09:00,,,,,,,,,,,,広島県,広島市中区,光南2丁目18-2,,,,,,,広島県広島市中区光南2丁目18-2,,,,,2024/11/01,,6,0,0,6,0,,,0
5153,P1000616,1340139,Dﾊﾟｰｷﾝｸﾞ,,呉中央PS第1,クレチュウオウピーエスダイイチ,HIS8500026,737-0051,広島県呉市中央3丁目2-6,34.2486884,132.56178,2026-03-03 17:01:23+09:00,,,,,,,,,,,,広島県,呉市,中央3丁目2-6,,,,,,,広島県呉市中央3丁目2-6,,,,,2024/12/02,,5,0,0,5,0,,,0
5154,P1000617,1340140,タイムパーク,,南観音PS第2,ミナミカンノンピーエスダイニ,HIS8500033,733-0035,広島県広島市西区南観音5丁目10-13の手前,34.3817142,132.4247342,2026-03-03 17:01:23+09:00,,,,,,,,,,,,広島県,広島市西区,南観音5丁目10-13の手前,,,,,,,広島県広島市西区南観音5丁目10-13の手前,,,,,2025/03/04,,6,0,0,6,0,,,0
5155,P1000618,1340141,Dﾊﾟｰｷﾝｸﾞ,,串戸PS第1,クシドピーエスダイイチ,HIS8500035,738-0033,広島県廿日市市串戸3丁目23-1,34.347075,132.3247268,2026-03-03 17:01:23+09:00,,,,,,,,,,,,広島県,廿日市市,串戸3丁目23-1,,,,,,,広島県廿日市市串戸3丁目23-1,,,,,2025/04/01,,10,0,0,10,0,,,0
5158,P1000621,1350010,Dﾊﾟｰｷﾝｸﾞ,,岩国麻里布町PS第2,イワクニマリフマチピーエスダイニ,HIS8500025,740-0018,山口県岩国市麻里布町5丁目6-28,34.1737898,132.2230564,2026-03-03 17:01:23+09:00,,,,,,,,,,,,山口県,岩国市,麻里布町5丁目6-28,,,,,,,山口県岩国市麻里布町5丁目6-28,,,,,2024/12/02,,27,0,0,27,0,,,0
5163,P1000626,1380026,Dﾊﾟｰｷﾝｸﾞ,,松山市岩崎町PS第1,ディパーキングマツヤマシイワサキチョウピ,HIS8600015,790-0854,愛媛県松山市岩崎町１丁目7-44,33.8460085,132.7874618,2026-03-03 17:01:23+09:00,,,,,,,,,,,,愛媛県,松山市,岩崎町１丁目7-44,,,,,,,愛媛県松山市岩崎町１丁目7-44,,,,,2025/09/19,,11,0,0,11,29,,,29
5168,P1000631,1401084,タイムパーク,,小森野PS第1,コモリノピーエスダイイチ,FOK7800015,830-0001,福岡県久留米市小森野2丁目8,33.3375066,130.5096934,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,久留米市,小森野2丁目8,,,,,,,福岡県久留米市小森野2丁目8,,,,,2016/11/30,,4,0,0,4,0,,,0
5184,P1000647,1401100,タイムパーク,,雑餉隈PS第1,ザッショノクマピーエスダイイチ,FOK7800170,812-0878,福岡県福岡市博多区竹丘町2丁目2-21,33.5444962,130.4638482,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,竹丘町2丁目2-21,,,,,,,福岡県福岡市博多区竹丘町2丁目2-21,,,,,2003/07/22,,21,0,0,21,0,,,0
5185,P1000648,1401101,タイムパーク,,薬院PS第1,ヤクインピーエスダイイチ,FOK7800174,810-0022,福岡県福岡市中央区薬院3丁目16番21号,33.580701,130.3977995,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市中央区,薬院3丁目16番21号,,,,,,,福岡県福岡市中央区薬院3丁目16番21号,,,,,2015/04/17,,8,0,0,8,0,,,0
5202,P1000665,1401118,Dﾊﾟｰｷﾝｸﾞ,,博多駅前PS第3,ハカタエキマエピーエスダイサン,FOK7800234,812-0011,福岡県福岡市博多区博多駅前4-19-80,33.5848305,130.4193169,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,博多駅前4-19-80,,,,,,,福岡県福岡市博多区博多駅前4-19-80,,,,,2007/03/23,,11,0,0,11,0,,,0
5229,P1000692,1401145,タイムパーク,,西公園PS第1,ニシコウエンピーエスダイイチ,FOK7800362,810-0061,福岡県福岡市中央区西公園8,33.5950174,130.3748134,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市中央区,西公園8,,,,,,,福岡県福岡市中央区西公園8,,,,,2011/09/01,,4,0,0,4,0,,,0
5230,P1000693,1401146,タイムパーク,,千早PS第1,チハヤピーエスダイイチ,FOK7800364,813-0044,福岡県福岡市東区千早6丁目7-7,33.6571719,130.4388201,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,千早6丁目7-7,,,,,,,福岡県福岡市東区千早6丁目7-7,,,,,2011/09/16,,8,0,0,8,4,,,4
5231,P1000694,1401147,タイムパーク,,鳥飼PS第2,トリカイピーエスダイニ,FOK7800384,814-0103,福岡県福岡市城南区鳥飼7-14-3,33.5771037,130.3664665,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市城南区,鳥飼7-14-3,,,,,,,福岡県福岡市城南区鳥飼7-14-3,,,,,2012/07/02,,10,0,0,10,0,,,0
5233,P1000696,1401149,タイムパーク,,西新PS第1,ニシジンピーエスダイイチ,FOK7800400,814-0002,福岡県福岡市早良区西新6丁目10,33.5848223,130.3601308,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市早良区,西新6丁目10,,,,,,,福岡県福岡市早良区西新6丁目10,,,,,2012/12/05,,6,0,0,6,0,,,0
5238,P1000701,1401154,タイムパーク,,ｾﾝﾄﾗﾙ照葉PS第1,セントラルテリハピーエスダイイチ,FOK7800432,813-0017,福岡県福岡市東区香椎照葉4-23-31,33.6647404,130.4204315,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,香椎照葉4-23-31,,,,,,,福岡県福岡市東区香椎照葉4-23-31,,,,,2014/03/10,,3,0,0,3,0,,,0
5239,P1000702,1401155,タイムパーク,,ｾﾝﾄﾗﾙ照葉PS第2,セントラルテリハピーエスダイニ,FOK7800433,813-0017,福岡県福岡市東区香椎照葉4-23-31,33.6647404,130.4204315,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,香椎照葉4-23-31,,,,,,,福岡県福岡市東区香椎照葉4-23-31,,,,,2014/03/11,,4,0,0,4,0,,,0
5240,P1000703,1401156,タイムパーク,,鳥飼2丁目PS第2,トリカイニチョウメピーエスダイニ,FOK7800434,810-0053,福岡県福岡市中央区鳥飼2-97-2他（地番）,33.5840265,130.3694548,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市中央区,鳥飼2-97-2他（地番）,,,,,,,福岡県福岡市中央区鳥飼2-97-2他（地番）,,,,,2014/02/15,,4,0,0,4,0,,,0
5241,P1000704,1401157,タイムパーク,,東比恵PS第2,ヒガシヒエピーエスダイニ,FOK7800435,812-0007,福岡県福岡市博多区東比恵3丁目2-7,33.5899684,130.4316595,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,東比恵3丁目2-7,,,,,,,福岡県福岡市博多区東比恵3丁目2-7,,,,,2014/03/05,,12,0,0,12,0,,,0
5244,P1000707,1401160,タイムパーク,,ｽﾃﾗ南博多PS第1,ステラミナミハカタピーエスダイイチ,FOK7800450,812-0892,福岡県福岡市博多区東那珂2丁目10-58,33.5764831,130.4457044,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,東那珂2丁目10-58,,,,,,,福岡県福岡市博多区東那珂2丁目10-58,,,,,2014/09/01,,3,0,0,3,0,,,0
5250,P1000713,1401166,Dﾊﾟｰｷﾝｸﾞ,,古門戸PS1,コモンドピーエスダイイチ,FOK7800468,812-0029,福岡県福岡市博多区古門戸町7-24,33.5981261,130.4036082,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,古門戸町7-24,,,,,,,福岡県福岡市博多区古門戸町7-24,,,,,2015/03/05,,14,0,0,14,0,,,0
5253,P1000716,1401169,Dﾊﾟｰｷﾝｸﾞ,,渡辺通5丁目PS第1,ワタナベドオリゴチョウメピーエスダイイチ,FOK7800489,810-0004,福岡県福岡市中央区渡辺通5丁目3-16 横,33.5880622,130.4035703,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市中央区,渡辺通5丁目3-16 横,,,,,,,福岡県福岡市中央区渡辺通5丁目3-16 横,,,,,2015/09/14,,12,0,0,12,0,,,0
5254,P1000717,1401170,タイムパーク,,鳥飼1丁目PS第1,トリカイイッチョウメピーエスダイイチ,FOK7800498,810-0053,福岡県福岡市中央区鳥飼1丁目3-27,33.5813041,130.3698155,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市中央区,鳥飼1丁目3-27,,,,,,,福岡県福岡市中央区鳥飼1丁目3-27,,,,,2015/11/25,,17,0,0,17,0,,,0
5264,P1000727,1401181,タイムパーク,,吉野家大橋店PS第1,ヨシノヤオオハシテンピーエスダイイチ,FOK7800531,815-0033,福岡県福岡市南区大橋1丁目19-22,33.5581337,130.4250748,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市南区,大橋1丁目19-22,,,,,,,福岡県福岡市南区大橋1丁目19-22,,,,,2016/12/07,,8,0,0,8,0,,,0
5266,P1000729,1401183,タイムパーク,,ｶｰｻPS第1,カーサピーエスダイイチ,FOK7800536,813-0017,福岡県福岡市東区香椎照葉2丁目1,33.6658711,130.4231384,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,香椎照葉2丁目1,,,,,,,福岡県福岡市東区香椎照葉2丁目1,,,,,2017/03/09,,3,0,0,3,0,,,0
5270,P1000733,1401187,タイムパーク,,千早PS第2,チハヤピーエスダイニ,FOK7800563,813-0044,福岡県福岡市東区千早6丁目6-16,33.6571565,130.4393657,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,千早6丁目6-16,,,,,,,福岡県福岡市東区千早6丁目6-16,,,,,2017/12/01,,17,0,0,17,0,,,0
5272,P1000735,1401189,タイムパーク,,ｶｰｻPS第2,カーサピーエスダイニ,FOK7800568,813-0017,福岡県福岡市東区香椎照葉2丁目1,33.6658711,130.4231384,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,香椎照葉2丁目1,,,,,,,福岡県福岡市東区香椎照葉2丁目1,,,,,2018/03/01,,3,0,0,3,0,,,0
5273,P1000736,1401190,タイムパーク,,花畑3丁目PS第1,ハナハタサンチョウメピーエスダイイチ,FOK7800569,811-1356,福岡県福岡市南区花畑3丁目31,33.5334126,130.4023558,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市南区,花畑3丁目31,,,,,,,福岡県福岡市南区花畑3丁目31,,,,,2018/01/23,,7,0,0,7,0,,,0
5277,P1000740,1401194,タイムパーク,,古賀PS第1･第2,コガピーエスダイイチダイニ,FOK7800583,811-3101,福岡県古賀市天神1丁目3-35,33.733213,130.4644065,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,古賀市,天神1丁目3-35,,,,,,,福岡県古賀市天神1丁目3-35,,,,,2014/02/03,,23,0,0,23,0,,,0
5285,P1000750,1401205,Dﾊﾟｰｷﾝｸﾞ,,竹丘町2丁目PS第1,タケオカチョウニチョウメピーエスダイイチ,FOK8000097,812-0878,福岡県福岡市博多区竹丘町2-1,33.544156,130.4638066,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,竹丘町2-1,,,,,,,福岡県福岡市博多区竹丘町2-1,,,,,2020/02/01,,7,0,0,7,0,,,0
5290,P1000755,1401210,タイムパーク,,松香台2丁目PS第1,マツカダイニチョウメピーエスダイイチ,FOK8100045,8130004,福岡県福岡市東区松香台2-12-18,33.6737402,130.4425608,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,松香台2-12-18,,,,,,,福岡県福岡市東区松香台2-12-18,,,,,2020/08/22,,15,0,0,15,0,,,0
5292,P1000757,1401212,Dﾊﾟｰｷﾝｸﾞ,,草香江有料ｶﾞﾚｰｼﾞPS第1,クサガエユウリョウガレージ,FOK8100050,810-0045,福岡県福岡市中央区草香江1-7-183-2,33.5803685,130.3747992,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市中央区,草香江1-7-183-2,,,,,,,福岡県福岡市中央区草香江1-7-183-2,,,,,2020/09/01,,14,0,0,14,0,,,0
5294,P1000759,1401214,Dﾊﾟｰｷﾝｸﾞ,,福岡愛宕1丁目PS第1,フクオカアタゴイッチョウメピーエスダイイチ,FOK8100103,8190015,福岡県福岡市西区愛宕１丁目２５,33.5829743,130.3313527,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市西区,愛宕１丁目２５,,,,,,,福岡県福岡市西区愛宕１丁目２５,,,,,2021/04/05,,7,0,0,7,0,,,0
5298,P1000763,1401218,タイムパーク,,筑紫通PS第1,チクシドオリピーエスダイイチ,FOK8300002,812-0016,福岡県福岡市博多区博多駅南４丁目１-３,33.5823761,130.4287704,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,博多駅南４丁目１-３,,,,,,,福岡県福岡市博多区博多駅南４丁目１-３,,,,,2022/05/06,,20,0,0,20,0,,,0
5299,P1000764,1401219,タイムパーク,,鳥飼7丁目PS第1,トリカイナナチョウメピーエスダイイチ,FOK8300020,814-0103,福岡県福岡市城南区鳥飼7丁目14,33.5771037,130.3664665,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市城南区,鳥飼7丁目14,,,,,,,福岡県福岡市城南区鳥飼7丁目14,,,,,2022/07/01,,4,0,0,4,1,,,1
5300,P1000765,1401220,タイムパーク,,柏原6丁目PS第1,カシハラロクチョウメピーエスダイイチ,FOK8300068,811-1353,福岡県福岡市南区柏原６丁目19-19,33.5255698,130.3926227,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市南区,柏原６丁目19-19,,,,,,,福岡県福岡市南区柏原６丁目19-19,,,,,2022/12/14,,5,0,0,5,0,,,0
5301,P1000766,1401221,Dﾊﾟｰｷﾝｸﾞ,,藤崎1丁目PS第2,フジサキイッチョウメピーエスダイニ,FOK8300078,814-0013,福岡県福岡市早良区藤崎１丁目1-25,33.5804843,130.3469835,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市早良区,藤崎１丁目1-25,,,,,,,福岡県福岡市早良区藤崎１丁目1-25,,,,,2023/01/20,,15,0,0,15,0,,,0
5302,P1000767,1401222,タイムパーク,,土井1丁目PS第1,ドイイチチョウメピーエスダイイチ,FOK8300088,813-0032,福岡県福岡市東区土井1丁目8-20,33.6349813,130.4622086,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,土井1丁目8-20,,,,,,,福岡県福岡市東区土井1丁目8-20,,,,,2023/03/06,,11,0,0,11,0,,,0
5303,P1000768,1401223,Dﾊﾟｰｷﾝｸﾞ,,六ﾂ門橋PS第1,ムツモンバシピーエスダイイチ　プリンス,FOK8300103,830-0045,福岡県久留米市小頭町8-11,33.312882,130.5116048,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,久留米市,小頭町8-11,,,,,,,福岡県久留米市小頭町8-11,,,,,2023/03/20,,22,0,0,22,0,,,0
5304,P1000769,1401224,Dﾊﾟｰｷﾝｸﾞ,,六ﾂ門PS第3,ムツモンピーエスダイサン,FOK8300104,830-0031,福岡県久留米市六ツ門町2,33.3142271,130.5116233,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,久留米市,六ツ門町2,,,,,,,福岡県久留米市六ツ門町2,,,,,2023/03/20,,11,0,0,11,0,,,0
5306,P1000771,1401226,Dﾊﾟｰｷﾝｸﾞ,,長尾PS第1,ナガオピーエスダイイチ,FOK8400007,814-0121,福岡県福岡市城南区神松寺２丁目４,33.5530342,130.379574,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市城南区,神松寺２丁目４,,,,,,,福岡県福岡市城南区神松寺２丁目４,,,,,2023/05/26,,9,0,0,9,0,,,0
5307,P1000772,1401227,Dﾊﾟｰｷﾝｸﾞ,,春町PS第1,デイーパーキングハルマチピーエスダイイチ,FOK8400027,812-0872,福岡県福岡市博多区春町1丁目4-26,33.5438598,130.4682044,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,春町1丁目4-26,,,,,,,福岡県福岡市博多区春町1丁目4-26,,,,,2023/07/07,,8,0,0,8,0,,,0
5308,P1000773,1401228,Dﾊﾟｰｷﾝｸﾞ,,飯倉1丁目PS第1,イイクライチチョウメピーエスダイイチ,FOK8400053,814-0134,福岡県福岡市城南区飯倉1丁目3-22,33.56863990000001,130.3561443,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市城南区,飯倉1丁目3-22,,,,,,,福岡県福岡市城南区飯倉1丁目3-22,,,,,2023/09/01,,12,0,0,12,0,,,0
5309,P1000774,1401229,その他,,Good高砂2丁目ﾊﾟｰｷﾝｸﾞ,グッドタカサゴニチョウメパーキング,FOK8400059,810-0011,福岡県福岡市中央区高砂2-12-5,33.5762713,130.4104279,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市中央区,高砂2-12-5,,,,,,,福岡県福岡市中央区高砂2-12-5,,,,,2023/09/15,,4,0,0,4,0,,,0
5310,P1000775,1401230,Dﾊﾟｰｷﾝｸﾞ,,唐原7丁目PS第1,トウノハルナナチョウメピーエスダイイチ,FOK8400117,813-0001,福岡県福岡市東区唐原7丁目10-11,33.6746067,130.445505,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,唐原7丁目10-11,,,,,サンシャインビュー　敷地内,,福岡県福岡市東区唐原7丁目10-11,,,,,2023/12/26,,2,0,0,2,0,,,0
5311,P1000776,1401231,Dﾊﾟｰｷﾝｸﾞ,,草香江2丁目PS第1,クサガエニチョウメピーエスダイイチ,FOK8400127,810-0045,福岡県福岡市草香江2丁目10-29,33.5808541,130.3739882,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市中央区,福岡市草香江2丁目10-29,,,,,,,福岡県福岡市草香江2丁目10-29,,,,,2024/02/09,,10,0,0,10,2,,,2
5312,P1000777,1401232,Dﾊﾟｰｷﾝｸﾞ,,大楠3丁目PS第1,オオクスサンチョウメ,FOK8400130,815-0082,福岡県福岡市南区大楠3-16,33.5688977,130.4138827,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市南区,大楠3-16,,,,,,,福岡県福岡市南区大楠3-16,,,,,2024/03/01,,12,0,0,12,0,,,0
5313,P1000778,1401233,Dﾊﾟｰｷﾝｸﾞ,,香住ヶ丘2丁目PS第1,カスミガオカニチョウメピーエスダイイチ,FOK8400136,813-0003,福岡県福岡市東区香住ヶ丘2丁目26-23,33.669211,130.4416654,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,香住ヶ丘2丁目26-23,,,,,,,福岡県福岡市東区香住ヶ丘2丁目26-23,,,,,2024/02/26,,5,0,0,5,0,,,0
5314,P1000779,1401234,Dﾊﾟｰｷﾝｸﾞ,,東区原田1丁目PS第1,ヒガシクハラダイッチョウメピーエスダイイチ,FOK8400147,812-0063,福岡県福岡市東区原田1丁目30-55,33.6190411,130.4356939,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,原田1丁目30-55,,,,,,,福岡県福岡市東区原田1丁目30-55,,,,,2024/04/03,,8,0,0,8,0,,,0
5315,P1000780,1401235,タイムパーク,,吉野家築港本町店PS第1,ヨシノヤチッコウホンマチテン,FOK8500021,812-0022,福岡県福岡市博多区神屋町9-14,33.6017424,130.4029436,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,神屋町9-14,,,,,,,福岡県福岡市博多区神屋町9-14,,,,,2024/06/10,,11,0,0,11,0,,,0
5316,P1000781,1401236,タイムパーク,,吉野家久留米市役所前PS第1,ヨシノヤクルメシヤクショマエ,FOK8500022,830-0023,福岡県久留米市中央町23-2,33.3190336,130.5072595,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,久留米市,中央町23-2,,,,,,,福岡県久留米市中央町23-2,,,,,2024/06/11,,11,0,0,11,0,,,0
5317,P1000782,1401237,Dﾊﾟｰｷﾝｸﾞ,,清水1丁目PS第2(旧ﾀｲﾑP清水),シミズイチチョウメピーエスニ,FOK8500028,815-0031,福岡県福岡市南区清水1-5-1,33.5727126,130.4203633,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市南区,清水1-5-1,,,,,,,福岡県福岡市南区清水1-5-1,,,,,2024/06/01,,4,0,0,4,0,,,0
5319,P1000784,1401239,Dﾊﾟｰｷﾝｸﾞ,,鳥飼5丁目PS第1,トリカイゴチョウメピーエスダイイチ,FOK8500047,814-0103,福岡県福岡市鳥飼5-13-39,33.5770202,130.3734441,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市城南区,福岡市鳥飼5-13-39,,,,,,,福岡県福岡市鳥飼5-13-39,,,,,2024/08/05,,11,0,0,11,0,,,0
5320,P1000785,1401240,Dﾊﾟｰｷﾝｸﾞ,,那の川PS第6,ナノカワピーエスダイロク,FOK8500067,815-0081,福岡県福岡市南区那の川1-11-14,33.5743668,130.4161321,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市南区,那の川1-11-14,,,,,,,福岡県福岡市南区那の川1-11-14,,,,,2024/10/04,,15,0,0,15,0,,,0
5321,P1000786,1401241,Dﾊﾟｰｷﾝｸﾞ,,田島3丁目PS第1,タジマサンチョウメピーエスダイイチ,FOK8500078,814-0113,福岡県福岡市城南区田島3-2-21,33.5669973,130.3713395,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市城南区,田島3-2-21,,,,,,,福岡県福岡市城南区田島3-2-21,,,,,2024/10/18,,4,0,0,4,0,,,0
5322,P1000787,1401242,Dﾊﾟｰｷﾝｸﾞ,,上牟田3丁目PS第1,カミムタサンチョウメピーエスダイイチ,FOK8500090,812-0006,福岡県福岡市博多区上牟田3丁目11-3,33.5833889,130.4365044,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市博多区,上牟田3丁目11-3,,,,,,,福岡県福岡市博多区上牟田3丁目11-3,,,,,2024/11/29,,3,0,0,3,0,,,0
5323,P1000788,1401243,Dﾊﾟｰｷﾝｸﾞ,,六ﾂ門PS第4,ムツモンピーエスダイヨン,FOK8500108,830-0031,福岡県久留米市六ツ門町7-28,33.313208,130.5134021,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,久留米市,六ツ門町7-28,,,,,,,福岡県久留米市六ツ門町7-28,,,,,2024/12/25,,4,0,0,4,0,,,0
5324,P1000789,1401244,Dﾊﾟｰｷﾝｸﾞ,,長住2丁目PS第1,ナガズミニチョウメピーエスダイイチ,FOK8500120,811-1362,福岡県福岡市南区長住2丁目21-13,33.5504385,130.3968387,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市南区,長住2丁目21-13,,,,,,,福岡県福岡市南区長住2丁目21-13,,,,,2025/02/25,,11,0,0,11,0,,,0
5325,P1000790,1401245,Dﾊﾟｰｷﾝｸﾞ,,長住2丁目PS第2,ナガズミニチョウメピーエスダイニ,FOK8500121,811-1362,福岡県福岡市南区長住2丁目21-13,33.5504385,130.3968387,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市南区,長住2丁目21-13,,,,,,,福岡県福岡市南区長住2丁目21-13,,,,,2025/02/25,,28,0,0,28,6,,,6
5327,P1000792,1401247,Dﾊﾟｰｷﾝｸﾞ,,東区原田2丁目PS第1,ヒガシクハラダニチョウメピーエスダイイチ,FOK8500127,812-0063,福岡県福岡市東区原田2丁目10-32東隣,33.6223722,130.4307354,2026-03-03 17:01:23+09:00,,,,,,,,,,,,福岡県,福岡市東区,原田2丁目10-32東隣,,,,,,,福岡県福岡市東区原田2丁目10-32東隣,,,,,2025/03/25,,4,0,0,4,0,,,0
5378,P1000843,1420016,タイムパーク,,大波止PS第1,オオハトピーエスダイイチ,FOK7800892,850-0036,長崎県長崎市五島町4-16,32.7490657,129.8725745,2026-03-03 17:01:23+09:00,,,,,,,,,,,,長崎県,長崎市,五島町4-16,,,,,,,長崎県長崎市五島町4-16,,,,,2006/10/30,,15,0,0,15,0,,,0
5379,P1000844,1420017,タイムパーク,,浜田町PS第1,ハマダマチピーエスダイイチ,FOK7800894,857-0051,長崎県佐世保市浜田町2-2,33.1756616,129.7170339,2026-03-03 17:01:23+09:00,,,,,,,,,,,,長崎県,佐世保市,浜田町2-2,,,,,,,長崎県佐世保市浜田町2-2,,,,,2003/07/11,,20,0,0,20,0,,,0
5382,P1000847,1420020,タイムパーク,,城栄PS第1,ジョウエイピーエスダイイチ,FOK7800911,852-8034,長崎県長崎市城栄町23番,32.7756924,129.8573492,2026-03-03 17:01:23+09:00,,,,,,,,,,,,長崎県,長崎市,城栄町23番,,,,,,,長崎県長崎市城栄町23番,,,,,2015/02/18,,10,0,0,10,0,,,0
